Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,salary_imputed_flag,flights_2017,distance_2017,points_earned_2017,points_redeemed_2017,dollar_redeemed_2017,active_months_2017,flights_2018,Silent_Churn_Flag,Formally_Cancelled,education_rank,card_rank,is_married,Cluster,Churn_Risk_Score,Strategic_Segment
993054,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,64496.0,Single,Aurora,5255.58,Standard,2016,10,,,0,28,44937,44937.0,1667,300,9,25,0,0,3,3,0,3,0.015625,Single Frequent Flyers
941361,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,72997.0,Single,Aurora,5257.24,Standard,2013,9,,,0,20,28942,28942.0,0,0,7,14,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
280603,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59621.0,Married,Aurora,5258.25,Standard,2015,9,,,0,25,48788,48788.0,744,134,8,21,0,0,3,3,1,2,0.015625,Married Loyalists
445370,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,76650.0,Married,Aurora,5259.44,Standard,2013,10,,,0,13,15504,15504.0,0,0,7,24,0,0,3,3,1,1,0.015625,At-Risk Infrequent Flyers
750710,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,52723.0,Married,Aurora,5259.71,Standard,2015,2,,,0,19,28050,28050.0,0,0,8,15,0,0,3,3,1,2,0.015625,Married Loyalists
746171,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,54595.0,Divorced,Aurora,5260.62,Standard,2013,3,,,0,13,19327,19327.0,405,73,5,4,0,0,3,3,0,1,0.13725490868091583,At-Risk Infrequent Flyers
971370,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,63791.0,Married,Aurora,5261.04,Standard,2012,7,,,0,35,62016,62016.0,631,114,13,31,0,0,3,3,1,2,0.0,Married Loyalists
276746,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,97923.0,Married,Aurora,5261.12,Standard,2015,12,,,0,27,36092,36092.0,780,140,8,12,0,0,3,3,1,2,0.015625,Married Loyalists
819765,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,97923.0,Married,Aurora,5261.12,Standard,2015,1,,,0,30,51017,51017.0,573,103,8,30,0,0,3,3,1,2,0.0,Married Loyalists
672170,Canada,Ontario,London,M5B 3E4,Male,Bachelor,60054.0,Single,Aurora,5261.42,Standard,2012,5,,,0,17,22304,22304.0,0,0,7,18,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
990268,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,92297.0,Married,Aurora,5263.92,Standard,2012,6,,,0,22,31801,31801.0,0,0,9,23,0,0,3,3,1,2,0.015625,Married Loyalists
989256,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,48085.0,Divorced,Aurora,5264.36,Standard,2016,7,,,0,16,22135,22135.0,1581,284,7,19,0,0,1,3,0,3,0.0,Single Frequent Flyers
203864,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,100214.0,Married,Aurora,5266.42,Standard,2015,3,,,0,19,30708,30708.0,1414,255,5,12,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
349342,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,55800.0,Married,Aurora,5271.98,Standard,2014,8,,,0,20,28408,28408.0,0,0,7,20,0,0,3,3,1,2,0.04316546767950058,Married Loyalists
963410,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,103699.0,Married,Aurora,5272.01,Standard,2014,7,,,0,20,28087,28087.0,409,74,8,13,0,0,3,3,1,2,0.015625,Married Loyalists
901231,Canada,Alberta,Edmonton,T9G 1W3,Female,College,73510.0,Single,Aurora,5272.32,Standard,2016,10,,,1,20,33513,33513.0,902,163,7,7,0,0,2,3,0,3,0.019607843831181526,Single Frequent Flyers
727053,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,76002.0,Married,Aurora,5272.7,Standard,2017,6,2018.0,2.0,0,9,12294,12294.0,1055,190,6,2,0,1,3,3,1,1,0.019607843831181526,At-Risk Infrequent Flyers
132319,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,64141.0,Married,Aurora,5274.43,Standard,2014,7,,,0,19,23184,23184.0,849,153,8,16,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
629642,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,83456.0,Married,Aurora,5275.63,Standard,2014,4,,,0,15,19948,19948.0,564,102,7,23,0,0,3,3,1,1,0.015625,At-Risk Infrequent Flyers
378181,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,77329.0,Divorced,Aurora,5278.2,Standard,2014,3,,,0,6,10848,10848.0,446,80,3,29,0,0,3,3,0,1,0.16410256922245026,At-Risk Infrequent Flyers
188668,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,55590.0,Married,Aurora,5278.53,Standard,2017,8,,,0,11,17616,17616.0,0,0,3,16,0,0,3,3,1,1,0.13725490868091583,At-Risk Infrequent Flyers
628169,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,53785.0,Married,Aurora,5278.65,Standard,2015,4,,,0,33,58767,58767.0,641,115,10,21,0,0,3,3,1,2,0.0,Married Loyalists
290362,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,48210.0,Married,Aurora,5279.12,Standard,2016,11,,,0,20,36501,36501.0,1717,310,9,15,0,0,3,3,1,2,0.0,Married Loyalists
786525,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,99659.0,Married,Aurora,5279.48,Standard,2016,11,,,0,26,31899,31899.0,419,75,9,28,0,0,3,3,1,2,0.010416666977107525,Married Loyalists
598398,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,60926.0,Married,Aurora,5281.83,Standard,2016,11,,,0,12,13999,13999.0,440,79,5,13,0,0,3,3,1,1,0.13725490868091583,At-Risk Infrequent Flyers
426351,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,91126.0,Divorced,Aurora,5283.36,Standard,2016,2,,,0,24,34890,34890.0,455,82,6,8,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
423201,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,76940.0,Married,Aurora,5284.04,Standard,2013,10,,,0,13,21178,21178.0,422,76,5,14,0,0,3,3,1,1,0.0746268630027771,At-Risk Infrequent Flyers
401036,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,94657.0,Married,Aurora,5285.08,Standard,2012,7,,,0,23,27700,27700.0,1353,244,7,16,0,0,3,3,1,2,0.015625,Married Loyalists
896792,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,94657.0,Married,Aurora,5285.08,Standard,2015,3,,,0,23,23896,23896.0,412,74,10,23,0,0,3,3,1,2,0.015625,Married Loyalists
831948,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,61750.0,Married,Aurora,5285.12,Standard,2013,1,,,0,7,7220,7220.0,1272,229,5,15,0,0,3,3,1,1,0.019607843831181526,At-Risk Infrequent Flyers
794202,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,48464.0,Married,Aurora,5285.31,Standard,2017,6,,,0,2,2516,2516.0,0,0,2,13,0,0,3,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
447962,Canada,Ontario,Toronto,M2Z 4K1,Male,College,73510.0,Married,Aurora,5285.92,Standard,2013,7,,,1,24,43294,43294.0,0,0,8,21,0,0,2,3,1,2,0.015625,Married Loyalists
871094,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,73510.0,Married,Aurora,5285.92,Standard,2013,2,,,1,11,20245,20245.0,978,176,4,21,0,0,2,3,1,1,0.0746268630027771,At-Risk Infrequent Flyers
628258,Canada,Ontario,Toronto,P2T 6G3,Female,High School or Below,79108.0,Married,Aurora,5288.24,Standard,2016,8,,,0,25,36661,36661.0,842,152,8,28,0,0,1,3,1,2,0.0,Married Loyalists
782654,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,51795.0,Divorced,Aurora,5290.13,Standard,2014,7,,,0,16,14169,14169.0,472,85,6,12,0,0,3,3,0,1,0.04316546767950058,At-Risk Infrequent Flyers
428249,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73510.0,Married,Aurora,5292.63,Standard,2014,3,,,1,17,23180,23180.0,0,0,7,13,0,0,2,3,1,2,0.04316546767950058,Married Loyalists
483768,Canada,Ontario,Ottawa,K1F 2R2,Female,College,73510.0,Married,Aurora,5294.23,Standard,2016,12,,,1,15,17131,17131.0,0,0,5,19,0,0,2,3,1,1,0.0746268630027771,At-Risk Infrequent Flyers
837237,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,73510.0,Single,Aurora,5295.63,Standard,2012,9,,,1,13,23478,23478.0,497,89,5,18,0,0,2,3,0,3,0.1190476194024086,Single Frequent Flyers
170903,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,68640.0,Divorced,Aurora,5295.74,Standard,2012,7,,,0,5,10054,10054.0,0,0,2,0,1,0,3,3,0,1,0.16410256922245026,At-Risk Infrequent Flyers
624929,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,68640.0,Divorced,Aurora,5295.74,Standard,2012,10,,,0,34,45531,45531.0,1562,281,9,16,0,0,3,3,0,3,0.015625,Single Frequent Flyers
323821,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,49083.0,Married,Aurora,5297.63,Standard,2016,12,,,0,28,48076,48076.0,939,169,10,42,0,0,1,3,1,2,0.015625,Married Loyalists
349539,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,56663.0,Married,Aurora,5297.67,Standard,2012,12,,,0,12,22759,22759.0,626,113,5,10,0,0,3,3,1,1,0.13725490868091583,At-Risk Infrequent Flyers
508821,Canada,Ontario,Ottawa,K1G 4Z0,Male,Doctor,256940.0,Married,Aurora,5300.69,Standard,2016,7,,,0,17,23753,23753.0,0,0,7,14,0,0,5,3,1,0,0.019607843831181526,Elite Professionals (Low-Frequency)
742612,Canada,Ontario,Toronto,M2M 6J7,Male,College,73510.0,Single,Aurora,5303.76,Standard,2016,8,,,1,14,23492,23492.0,0,0,5,22,0,0,2,3,0,3,0.1190476194024086,Single Frequent Flyers
675535,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,73510.0,Divorced,Aurora,5304.54,Standard,2016,12,,,1,21,27474,27474.0,1328,239,6,20,0,0,2,3,0,3,0.019607843831181526,Single Frequent Flyers
118632,Canada,Ontario,Toronto,M8Y 4K8,Female,College,73510.0,Single,Aurora,5308.25,Standard,2016,10,,,1,32,55934,55934.0,0,0,11,16,0,0,2,3,0,3,0.0,Single Frequent Flyers
711567,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,92350.0,Divorced,Aurora,5308.29,Standard,2014,6,,,0,21,30361,30361.0,591,106,7,22,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
752704,Canada,Ontario,Toronto,M2Z 4K1,Male,High School or Below,65318.0,Married,Aurora,5309.44,Standard,2016,2,,,0,20,36881,36881.0,0,0,7,20,0,0,1,3,1,2,0.019607843831181526,Married Loyalists
343001,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,73510.0,Married,Aurora,5310.86,Standard,2016,3,,,1,15,20016,20016.0,0,0,7,17,0,0,2,3,1,1,0.019607843831181526,At-Risk Infrequent Flyers
618100,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,73510.0,Married,Aurora,5310.86,Standard,2013,12,,,1,9,12461,12461.0,0,0,5,7,0,0,2,3,1,1,0.0746268630027771,At-Risk Infrequent Flyers
335554,Canada,Alberta,Banff,T4V 1D4,Male,College,73510.0,Single,Aurora,5313.29,Standard,2013,11,,,1,22,29683,29683.0,0,0,10,29,0,0,2,3,0,3,0.015625,Single Frequent Flyers
569603,Canada,Ontario,Toronto,M1R 4K3,Female,College,73510.0,Single,Aurora,5313.29,Standard,2014,11,,,1,17,27133,27133.0,672,121,7,29,0,0,2,3,0,3,0.019607843831181526,Single Frequent Flyers
183020,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,73510.0,Single,Aurora,5313.47,Standard,2015,1,,,1,20,37012,37012.0,2028,365,9,17,0,0,2,3,0,3,0.015625,Single Frequent Flyers
358900,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,50298.0,Married,Aurora,5318.9,Standard,2016,6,,,0,16,26696,26696.0,0,0,5,17,0,0,3,3,1,2,0.0746268630027771,Married Loyalists
765323,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,50298.0,Married,Aurora,5318.9,Standard,2017,6,,,0,20,34021,34021.0,497,89,6,26,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
827147,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,50298.0,Married,Aurora,5318.9,Standard,2013,6,,,0,17,20242,20242.0,0,0,6,12,0,0,3,3,1,2,0.015625,Married Loyalists
855026,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,50298.0,Married,Aurora,5318.9,Standard,2016,12,,,0,18,25170,25170.0,1479,267,8,30,0,0,3,3,1,2,0.015625,Married Loyalists
817136,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,59223.0,Married,Aurora,5319.31,Standard,2017,4,,,0,23,31824,31824.0,0,0,7,15,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
711577,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,50723.0,Married,Aurora,5319.84,Standard,2013,11,,,0,13,14969,14969.0,0,0,9,22,0,0,3,3,1,1,0.0,At-Risk Infrequent Flyers
250696,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77619.0,Married,Aurora,5325.39,Standard,2013,9,,,0,17,24850,24850.0,1135,205,7,12,0,0,3,3,1,2,0.015625,Married Loyalists
436247,Canada,Quebec,Montreal,H2Y 4R4,Female,College,73510.0,Married,Aurora,5325.72,Standard,2017,9,,,1,3,5229,5229.0,0,0,2,19,0,0,2,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
763113,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,73510.0,Married,Aurora,5325.72,Standard,2015,1,,,1,17,25014,25014.0,0,0,5,27,0,0,2,3,1,2,0.0746268630027771,Married Loyalists
817191,Canada,Ontario,Toronto,M2M 7K8,Female,College,73510.0,Married,Aurora,5325.72,Standard,2018,6,,,1,10,17015,17015.0,1627,292,5,23,0,0,2,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
861877,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,88044.0,Married,Aurora,5326.68,Standard,2016,6,,,0,16,21856,21856.0,0,0,6,19,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
853894,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,73510.0,Divorced,Aurora,5329.13,Standard,2015,9,,,1,18,19936,19936.0,312,56,5,19,0,0,2,3,0,3,0.13725490868091583,Single Frequent Flyers
729094,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,93549.0,Divorced,Aurora,5330.59,Standard,2015,12,,,0,24,32760,32760.0,733,132,9,17,0,0,3,3,0,3,0.015625,Single Frequent Flyers
646038,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,82347.0,Married,Aurora,5332.46,Standard,2013,5,,,0,16,25673,25673.0,0,0,6,20,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
981160,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,82347.0,Married,Aurora,5332.46,Standard,2013,8,,,0,29,59355,59355.0,557,100,8,22,0,0,3,3,1,2,0.015625,Married Loyalists
276494,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,72646.0,Married,Aurora,5333.04,Standard,2015,4,,,0,25,32099,32099.0,477,86,9,14,0,0,3,3,1,2,0.015625,Married Loyalists
644938,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,86500.0,Divorced,Aurora,5334.78,Standard,2014,5,,,0,18,30597,30597.0,0,0,7,21,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
749459,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,81516.0,Married,Aurora,5339.49,Standard,2017,6,,,0,9,9945,9945.0,0,0,3,14,0,0,3,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
360435,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,79075.0,Married,Aurora,5343.12,Standard,2016,6,,,0,17,21860,21860.0,0,0,8,9,0,0,3,3,1,2,0.015625,Married Loyalists
608241,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,97148.0,Single,Aurora,5350.0,Standard,2016,8,,,0,16,27201,27201.0,503,91,8,18,0,0,3,3,0,3,0.015625,Single Frequent Flyers
638754,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,62154.0,Divorced,Aurora,5350.21,Standard,2017,2,2017.0,3.0,0,1,2262,2262.0,0,0,1,0,1,1,3,3,0,1,0.16410256922245026,At-Risk Infrequent Flyers
195368,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,103430.0,Married,Aurora,5352.19,Standard,2016,1,,,0,27,42053,42053.0,338,61,10,16,0,0,3,3,1,2,0.010416666977107525,Married Loyalists
877945,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,100403.0,Divorced,Aurora,5352.22,Standard,2013,3,,,0,19,32102,32102.0,643,116,8,21,0,0,3,3,0,3,0.010416666977107525,Single Frequent Flyers
577535,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,77198.0,Married,Aurora,5353.93,Standard,2016,6,,,0,23,33770,33770.0,636,114,8,24,0,0,3,3,1,2,0.015625,Married Loyalists
572263,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,53453.0,Married,Aurora,5354.61,Standard,2015,11,,,0,15,12844,12844.0,745,134,6,25,0,0,3,3,1,1,0.019607843831181526,At-Risk Infrequent Flyers
750739,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,76362.0,Married,Aurora,5356.14,Standard,2013,6,,,0,6,8447,8447.0,384,69,3,20,0,0,3,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
392774,Canada,Alberta,Edmonton,T9G 1W3,Female,College,73510.0,Married,Aurora,5357.19,Standard,2015,1,,,1,29,33758,33758.0,0,0,10,21,0,0,2,3,1,2,0.0,Married Loyalists
458202,Canada,Ontario,Toronto,M2M 7K8,Female,College,73510.0,Married,Aurora,5357.19,Standard,2016,5,,,1,18,26081,26081.0,1061,191,8,20,0,0,2,3,1,2,0.010416666977107525,Married Loyalists
506190,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,73510.0,Single,Aurora,5357.76,Standard,2013,6,,,1,27,42446,42446.0,359,65,8,23,0,0,2,3,0,3,0.015625,Single Frequent Flyers
906564,Canada,Quebec,Montreal,H2Y 4R4,Female,College,73510.0,Single,Aurora,5357.76,Standard,2013,11,2017.0,7.0,1,6,11039,11039.0,0,0,3,0,1,1,2,3,0,1,0.16410256922245026,At-Risk Infrequent Flyers
841219,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,78976.0,Married,Aurora,5363.41,Standard,2017,2,,,0,23,34470,34470.0,0,0,7,9,0,0,3,3,1,2,0.015625,Married Loyalists
196779,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,64015.0,Single,Aurora,5363.53,Standard,2017,1,,,0,18,25405,25405.0,0,0,7,17,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
596586,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,88321.0,Divorced,Aurora,5365.54,Standard,2013,8,,,0,18,34808,34808.0,1149,207,7,23,0,0,3,3,0,3,0.015625,Single Frequent Flyers
309230,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,77866.0,Married,Aurora,5365.93,Standard,2012,10,,,0,35,44782,44782.0,1467,264,13,23,0,0,3,3,1,2,0.010416666977107525,Married Loyalists
831253,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,77866.0,Married,Aurora,5365.93,Standard,2016,8,,,0,19,27293,27293.0,0,0,8,15,0,0,3,3,1,2,0.015625,Married Loyalists
787525,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,68790.0,Divorced,Aurora,5372.91,Standard,2015,6,,,0,29,52741,52741.0,602,108,10,23,0,0,3,3,0,3,0.010416666977107525,Single Frequent Flyers
612650,Canada,Ontario,Toronto,P5S 6R4,Female,College,73510.0,Single,Aurora,5375.66,Standard,2014,2,2017.0,9.0,1,21,35085,35085.0,323,58,7,0,1,1,2,3,0,3,0.1190476194024086,Single Frequent Flyers
956861,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,80820.0,Married,Aurora,5375.82,Standard,2014,6,,,0,29,55080,55080.0,555,100,10,13,0,0,3,3,1,2,0.015625,Married Loyalists
343978,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,82434.0,Married,Aurora,5375.84,Standard,2016,11,2017.0,7.0,0,14,24676,24676.0,604,109,4,0,1,1,3,3,1,2,0.16410256922245026,Married Loyalists
328576,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,53888.0,Single,Aurora,5376.89,Standard,2016,12,,,0,33,46262,46262.0,992,179,10,18,0,0,3,3,0,3,0.0,Single Frequent Flyers
637655,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,57984.0,Married,Aurora,5377.01,Standard,2012,10,,,0,23,28583,28583.0,911,164,8,13,0,0,3,3,1,2,0.015625,Married Loyalists
529106,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,72409.0,Married,Aurora,5380.9,Standard,2015,11,,,0,17,30690,30690.0,0,0,5,20,0,0,3,3,1,2,0.0746268630027771,Married Loyalists
584285,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,72409.0,Married,Aurora,5380.9,Standard,2013,9,,,0,34,59444,59444.0,423,76,10,9,0,0,3,3,1,2,0.010416666977107525,Married Loyalists
503494,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,93146.0,Single,Aurora,5384.43,Standard,2017,8,,,0,3,4687,4687.0,0,0,2,11,0,0,3,3,0,1,0.1666666716337204,At-Risk Infrequent Flyers
695250,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,93146.0,Single,Aurora,5384.43,Standard,2013,4,,,0,14,22954,22954.0,374,67,6,25,0,0,3,3,0,3,0.0746268630027771,Single Frequent Flyers
535525,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,75346.0,Married,Aurora,5384.53,Standard,2017,8,2018.0,4.0,0,13,28088,28088.0,0,0,4,4,0,1,3,3,1,2,0.1190476194024086,Married Loyalists
480732,Canada,Ontario,Toronto,P1L 8X8,Female,Doctor,86182.0,Married,Aurora,5384.67,Standard,2015,6,,,0,17,18279,18279.0,453,82,8,19,0,0,5,3,1,2,0.015625,Married Loyalists
989666,Canada,Ontario,Sudbury,M5V 1G5,Female,College,73510.0,Divorced,Aurora,5384.73,Standard,2015,9,,,1,22,34489,34489.0,1031,185,11,18,0,0,2,3,0,3,0.015625,Single Frequent Flyers
883574,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,62075.0,Married,Aurora,5386.51,Standard,2013,9,,,0,17,19601,19601.0,1575,283,6,16,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
623144,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,78470.0,Married,Aurora,5391.78,Standard,2013,10,,,0,22,37751,37751.0,1057,191,8,22,0,0,3,3,1,2,0.015625,Married Loyalists
314941,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,53751.0,Single,Aurora,5394.91,Standard,2013,2,,,0,16,18649,18649.0,0,0,7,28,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
804710,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73510.0,Married,Aurora,5395.35,Standard,2015,7,,,1,19,27265,27265.0,1367,246,8,22,0,0,2,3,1,2,0.010416666977107525,Married Loyalists
380031,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,77304.0,Married,Aurora,5396.31,Standard,2014,7,,,0,24,42520,42520.0,781,141,8,20,0,0,3,3,1,2,0.015625,Married Loyalists
937163,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,85892.0,Divorced,Aurora,5398.1,Standard,2012,8,,,0,25,41606,41606.0,921,166,9,24,0,0,3,3,0,3,0.015625,Single Frequent Flyers
280545,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,83997.0,Married,Aurora,5399.58,Standard,2016,6,,,0,21,39889,39889.0,0,0,8,18,0,0,3,3,1,2,0.015625,Married Loyalists
223354,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,81110.0,Married,Aurora,5405.52,Standard,2016,1,,,0,16,20060,20060.0,557,100,6,22,0,0,3,3,1,2,0.06849315017461777,Married Loyalists
609184,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,46887.0,Single,Aurora,5408.89,Standard,2013,7,,,0,12,16275,16275.0,0,0,4,21,0,0,3,3,0,1,0.019607843831181526,At-Risk Infrequent Flyers
661274,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,90587.0,Married,Aurora,5408.91,Standard,2014,1,,,0,19,29999,29999.0,1374,247,7,20,0,0,3,3,1,2,0.015625,Married Loyalists
607548,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,73510.0,Single,Aurora,5409.96,Standard,2014,6,,,1,20,29958,29958.0,561,101,6,9,0,0,2,3,0,3,0.0746268630027771,Single Frequent Flyers
901857,Canada,Ontario,Toronto,M2M 6J7,Female,College,73510.0,Single,Aurora,5411.95,Standard,2017,7,,,1,7,8909,8909.0,0,0,4,21,0,0,2,3,0,1,0.16410256922245026,At-Risk Infrequent Flyers
511642,Canada,Ontario,Ottawa,K1F 2R2,Male,College,73510.0,Single,Aurora,5412.7,Standard,2012,12,,,1,32,39666,39666.0,872,157,9,25,0,0,2,3,0,3,0.010416666977107525,Single Frequent Flyers
670371,Canada,Quebec,Montreal,H4G 3T4,Male,College,73510.0,Married,Aurora,5414.32,Standard,2014,11,,,1,13,17824,17824.0,443,80,8,6,0,0,2,3,1,1,0.015625,At-Risk Infrequent Flyers
957061,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,73947.0,Married,Aurora,5414.9,Standard,2012,9,,,0,31,52081,52081.0,1319,237,9,21,0,0,3,3,1,2,0.0,Married Loyalists
372290,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60542.0,Married,Aurora,5418.73,Standard,2015,2,,,0,11,15222,15222.0,0,0,4,25,0,0,3,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
334273,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,47918.0,Married,Aurora,5420.34,Standard,2016,11,2018.0,8.0,0,25,34465,34465.0,1225,221,7,9,0,1,3,3,1,2,0.010416666977107525,Married Loyalists
263763,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,55040.0,Single,Aurora,5420.36,Standard,2014,4,,,0,16,18030,18030.0,1045,188,7,5,0,0,3,3,0,3,0.015625,Single Frequent Flyers
324801,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,55040.0,Single,Aurora,5420.36,Standard,2014,7,,,0,8,11539,11539.0,973,175,5,25,0,0,3,3,0,1,0.0746268630027771,At-Risk Infrequent Flyers
